,ind1,ind2,vina_score,Unnamed: 3,smiles,mol,carbonyl,carboxylic acid,primary amine,alcohol,ester,amide,acid halide,fluorine halide,chlorine halide,bromine halide,iodine halide,anhydride,ether,secondary amine,enamine,alene,vinyl,phenol,fluorine,chlorine,Bromine,Iodine
4825,4872,4872,-6.5,BROMOCHLOROSALICYLANILIDE,C1=CC(=CC=C1NC(=O)C2=C(C=CC(=C2)Br)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a226580>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0
4826,4873,4873,-6.5,BUCRICAINE,CCCCNC1=C2CCCCC2=NC3=CC=CC=C31,<rdkit.Chem.rdchem.Mol object at 0x7f562a2265d0>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4827,4874,4874,-6.5,BUDIPINE,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a226620>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,4875,4875,-6.5,BUDRALAZINE,CC(=CC(=NNC1=NN=CC2=CC=CC=C21)C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a226670>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
4829,4876,4876,-6.5,BUMETANIDE,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a2266c0>,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0
4830,4877,4877,-6.5,BUQUINERAN,CCCCNC(=O)NC1CCN(CC1)C2=NC=NC3=CC(=C(C=C32)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a226710>,1,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
4831,4878,4878,-6.5,BUTIKACIN,C1C(C(C(C(C1NCC(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a226760>,0,0,4,8,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0
4832,4880,4880,-6.5,CAFAMINOL,CN1C2=C(N=C1N(C)CCO)N(C(=O)N(C2=O)C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2267b0>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4833,4881,4881,-6.5,CALCIUM LACTATE GLUCONATE,CC(C(=O)[O-])O.C(C(C(C(C(C(=O)[O-])O)O)O)O)O.[Ca+2],<rdkit.Chem.rdchem.Mol object at 0x7f562a226800>,2,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4834,4882,4882,-6.5,CANBISOL,CCCCCCC(C)(C)C1=CC(=C2C3CC(CCC3C(OC2=C1)(C)C)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226850>,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
4835,4883,4883,-6.5,CANDOCURONIUM,CC12CCC(CC1=CCC3C2CCC4(C3CCC[N+]4(C)C)C)[N+]5(CCCC5)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2268a0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4836,4884,4884,-6.5,CARAZOLOL,CC(C)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a2268f0>,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4837,4885,4885,-6.5,CARBAMAZEPINE,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a226940>,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
4838,4886,4886,-6.5,CARBAZOCHROME,CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226990>,1,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
4839,4887,4887,-6.5,CARBIPHENE,CCOC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N(C)CCN(C)CCC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a2269e0>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4840,4888,4888,-6.5,CARBUTEROL,CC(C)(C)NCC(C1=CC(=C(C=C1)O)NC(=O)N)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226a30>,1,0,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0
4841,4889,4889,-6.5,CEFALORAM,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CC=C3)SC1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226a80>,4,1,0,0,0,2,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
4842,4890,4890,-6.5,CEFURACETIME,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CC=CO3)SC1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226ad0>,4,1,0,0,0,2,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0
4843,4891,4891,-6.5,CEPHALOSPORIN,C=C1CSC(N=C1C(=O)O)C(C(=O)O)NC(=O)CCCCC(C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a226b20>,4,3,1,0,0,1,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
4844,4892,4892,-6.5,CEPHRADINE,CC1=C(N2C(C(C2=O)NC(=O)C(C3=CCC=CC3)N)SC1)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226b70>,3,1,1,0,0,2,3,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0
4845,4893,4893,-6.5,CETIEDIL,C1CCCN(CC1)CCOC(=O)C(C2CCCCC2)C3=CSC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a226bc0>,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4846,4894,4894,-6.5,CETIRIZINE,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a226c10>,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4847,4895,4895,-6.5,CG-400549,CC1=C(C=CC=C1N)CN2C=CC(=CC2=O)OCCC3=CC=CS3,<rdkit.Chem.rdchem.Mol object at 0x7f562a226c60>,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4848,4900,4900,-6.5,CHLORPROMAZINE,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a226cb0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
4849,4901,4901,-6.5,CIADOX,C1=CC=C2C(=C1)[N+](=CC(=[N+]2[O-])C=NNC(=O)CC#N)[O-],<rdkit.Chem.rdchem.Mol object at 0x7f562a226d00>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4850,4902,4902,-6.5,CINNAMEDRINE,CC(C(C1=CC=CC=C1)O)N(C)CC=CC2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a226d50>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4851,4903,4903,-6.5,CIPRAZAFONE,CN(C1=C(C=C(C=C1)Cl)C(=O)C2=CC=CC=C2Cl)C(=O)CNC3CC3,<rdkit.Chem.rdchem.Mol object at 0x7f562a226da0>,2,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
4852,4904,4904,-6.5,CIPROSTENE,CCCCCC(C=CC1C2CC(=CCCCC(=O)O)CC2(CC1O)C)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226df0>,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
4853,4905,4905,-6.5,CITICOLINE,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226e40>,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4854,4906,4906,-6.5,CLANOBUTIN,COC1=CC=C(C=C1)N(CCCC(=O)O)C(=O)C2=CC=C(C=C2)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a226e90>,2,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4855,4907,4907,-6.5,CLOCIGUANIL,CC1(N=C(N=C(N1OCC2=CC(=C(C=C2)Cl)Cl)N)N)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a226ee0>,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
4856,4908,4908,-6.5,CLOCOUMAROL,CCCC(C1=CC=C(C=C1)CCCl)C2=C(C3=CC=CC=C3OC2=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a226f30>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
4857,4909,4909,-6.5,CLOPAMIDE,CC1CCCC(N1NC(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a226f80>,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4858,4910,4910,-6.5,CLOREXOLONE,C1CCC(CC1)N2CC3=CC(=C(C=C3C2=O)S(=O)(=O)N)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a227030>,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4859,4911,4911,-6.5,CORTICOSTERONE,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a227080>,2,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4860,4912,4912,-6.5,CRILVASTATIN,CC1CC(CC(C1)(C)C)OC(=O)C2CCC(=O)N2,<rdkit.Chem.rdchem.Mol object at 0x7f562a2270d0>,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4861,4913,4913,-6.5,CYCLOVALONE,COC1=C(C=CC(=C1)C=C2CCCC(=CC3=CC(=C(C=C3)O)OC)C2=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a227120>,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,4,4,0,0,0,0
4862,4914,4914,-6.5,CYPROQUINATE,CCOC(=O)C1=CNC2=CC(=C(C=C2C1=O)OCC3CC3)OCC4CC4,<rdkit.Chem.rdchem.Mol object at 0x7f562a227170>,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
4863,4915,4915,-6.5,CYPROXIMIDE,C1C2C1(C(=O)NC2=O)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a2271c0>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4864,4916,4916,-6.5,DABELOTINE,CN1CCCC2=C1C(=CC=C2)OCC3CNCCO3,<rdkit.Chem.rdchem.Mol object at 0x7f562a227210>,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
4865,4917,4917,-6.5,DALCETRAPIB,CCC(CC)CC1(CCCCC1)C(=O)NC2=CC=CC=C2SC(=O)C(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a227260>,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4866,4918,4918,-6.5,DALCOTIDINE,CCNC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f562a2272b0>,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4867,4919,4919,-6.5,DARAPLADIB,CCN(CC)CCN(CC1=CC=C(C=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)CN3C4=C(CCC4)C(=O)N=C3SCC5=CC=C(C=C5)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a227300>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
4868,4920,4920,-6.5,DEBOXAMET,CC1=C(C2=C(N1)C=CC(=C2)OC)CC(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x7f562a227350>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4869,4921,4921,-6.5,DECLOXIZINE,C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a2273a0>,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4870,4922,4922,-6.5,DENIPRIDE,COC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCCO3)[N+](=O)[O-])N,<rdkit.Chem.rdchem.Mol object at 0x7f562a2273f0>,1,0,1,0,0,1,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0
4871,4923,4923,-6.5,DENZIMOL,C1=CC=C(C=C1)CCC2=CC=C(C=C2)C(CN3C=CN=C3)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a227440>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4872,4924,4924,-6.5,DEXTROTHYROXINE,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a227490>,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,4
4873,4925,4925,-6.5,DIACETYLNALORPHINE,CC(=O)OC1C=CC2C3CC4=C5C2(C1OC5=C(C=C4)OC(=O)C)CCN3CC=C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2274e0>,2,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0
4874,4926,4926,-6.5,DIAMFENETIDE,CC(=O)NC1=CC=C(C=C1)OCCOCCOC2=CC=C(C=C2)NC(=O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a227530>,2,0,0,0,0,2,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
4875,4927,4927,-6.5,DIBENZEPIN,CN1C2=CC=CC=C2C(=O)N(C3=CC=CC=C31)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a227580>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
4876,4928,4928,-6.5,DIDANOSINE,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,<rdkit.Chem.rdchem.Mol object at 0x7f562a2275d0>,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4877,4929,4929,-6.5,DIHEXYVERINE,C1CCC(CC1)C2(CCCCC2)C(=O)OCCN3CCCCC3,<rdkit.Chem.rdchem.Mol object at 0x7f562a227620>,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4878,4930,4930,-6.5,DILTIAZEM,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a227670>,2,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
4879,4931,4931,-6.5,DINAZAFONE,CC(=C)CNCC(=O)N(C)C1=C(C=C(C=C1)Cl)C(=O)C2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a2276c0>,2,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0
4880,4932,4932,-6.5,DIPIPANONE,CCC(=O)C(CC(C)N1CCCCC1)(C2=CC=CC=C2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a227710>,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881,4933,4933,-6.5,DIPIVEFRIN,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a227760>,2,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
4882,4934,4934,-6.5,DIPRAGLURANT,C1=CC=NC(=C1)C#CCCC2=CN3C=C(C=CC3=N2)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2277b0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4883,4935,4935,-6.5,DIPROLEANDOMYCIN,CCC(=O)OC1C(C(OC(=O)C(C(C(C(C(CC2(CO2)C(=O)C1C)C)OC3C(C(CC(O3)C)N(C)C)O)C)OC4CC(C(C(O4)C)OC(=O)CC)OC)C)C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a227800>,4,0,0,1,1,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
4884,4936,4936,-6.5,DISERMOLIDE,CC1C(OC(=O)C(C1O)C)CC(C=CC(C)C(C(C)C=C(C)CC(C)C(C(C)C(C(C)C=CC=C)OC(=O)N)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a227850>,2,0,0,4,0,1,2,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0
4885,4937,4937,-6.5,DISTIGMINE,C[N+]1=CC=CC(=C1)OC(=O)N(C)CCCCCCN(C)C(=O)OC2=C[N+](=CC=C2)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2278a0>,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4886,4938,4938,-6.5,DIVAPLON,CCC1=C(N2C=C(N=C2N=C1OC)C(=O)C3=CC=CC=C3)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a2278f0>,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4887,4939,4939,-6.5,DOPROPIDIL,CC#CC1(CCCCC1)OCC(COCC(C)C)N2CCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f562a227940>,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4888,4940,4940,-6.5,DORETINEL,CC(=CC1=CC=C(C=C1)CO)C2=CC3=C(C=C2)C(CC(C3(C)C)O)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a227990>,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4889,4941,4941,-6.5,DOTEFONIUM,CN(CC[N+]1(CCCC1)C)C(=O)C(C2=CC=CC=C2)(C3=CC=CS3)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a2279e0>,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4890,4942,4942,-6.5,DROLOXIFENE,CCC(=C(C1=CC=C(C=C1)OCCN(C)C)C2=CC(=CC=C2)O)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a227a30>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0
4891,4943,4943,-6.5,DROXICAINIDE,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2CCO,<rdkit.Chem.rdchem.Mol object at 0x7f562a227a80>,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4892,4944,4944,-6.5,DUSQUETIDE,CCC(C)C(C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CCCN=C(N)N)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a227ad0>,5,0,1,0,0,5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
4893,4945,4945,-6.5,ECADOTRIL,CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a227b20>,3,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4894,4946,4946,-6.5,ECIPRAMIDIL,COC1=CC(=CC(=C1OC)OC)C(=O)OCCCNCC2CC2(C3=CC=CC=C3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a227b70>,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
4895,4947,4947,-6.5,EFLUCIMIBE,CCCCCCCCCCCCSC(C1=CC=CC=C1)C(=O)NC2=C(C(=C(C(=C2)C)O)C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a227bc0>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0
4896,4948,4948,-6.5,ELACYTARABINE,CCCCCCCCC=CCCCCCCCC(=O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a227c10>,1,0,1,2,0,0,1,0,0,0,0,0,2,1,1,0,2,0,0,0,0,0
4897,4949,4949,-6.5,ELDACIMIBE,CCCCCCN(CC1=CC=C(C=C1)CC(C)(C)C)C(=C2C(=O)OC(OC2=O)(C)C)NC3=CC(=C(C(=C3)C(C)(C)C)O)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a227c60>,2,0,0,0,0,0,2,0,0,0,0,0,2,1,3,0,2,2,0,0,0,0
4898,4950,4950,-6.5,EMIXUSTAT,C1CCC(CC1)COC2=CC=CC(=C2)C(CCN)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a227cb0>,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4899,4951,4951,-6.5,ENALAPRILAT,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a227d00>,3,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4900,4952,4952,-6.5,ENCLOMIPHENE,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a227d50>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0
4901,4953,4953,-6.5,ERICOLOL,CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)C2=CC(=O)CC2)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a227da0>,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0
4902,4954,4954,-6.5,ESOMEPRAZOLE,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a227df0>,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4903,4955,4955,-6.5,ETABENZARONE,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)OCCN(CC)CC,<rdkit.Chem.rdchem.Mol object at 0x7f562a227e40>,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4904,4956,4956,-6.5,ETHYLMORPHINE,CCOC1=C2C3=C(CC4C5C3(CCN4C)C(O2)C(C=C5)O)C=C1,<rdkit.Chem.rdchem.Mol object at 0x7f562a227e90>,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
4905,4957,4957,-6.5,ETIGUANFACINE,CCOC(=O)NC(=N)NC(=O)CC1=C(C=CC=C1Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a227ee0>,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
4906,4958,4958,-6.5,ETOFAMIDE,CCOCCN(CC1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-])C(=O)C(Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a227f30>,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0
4907,4959,4959,-6.5,ETONITAZENE,CCN(CC)CCN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CC3=CC=C(C=C3)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f562a227f80>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4908,4960,4960,-6.5,ETOPRINDOLE,CCC(=NO)C1=CN(C2=CC=CC=C21)CCN(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a228030>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,4961,4961,-6.5,FANETIZOLE,C1=CC=C(C=C1)CCNC2=NC(=CS2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a228080>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4910,4962,4962,-6.5,FENCLORAC,C1CCC(CC1)C2=C(C=C(C=C2)C(C(=O)O)Cl)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a2280d0>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
4911,4963,4963,-6.5,FENCLOZIC ACID,C1=CC(=CC=C1C2=NC(=CS2)CC(=O)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a228120>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4912,4964,4964,-6.5,FENIROFIBRATE,CC(C)(C(=O)O)OC1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a228170>,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
4913,4965,4965,-6.5,FENISOREX,CNC1CC2=C(C=C(C=C2)F)C(O1)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a2281c0>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
4914,4966,4966,-6.5,FENTANYL,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a228210>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4915,4967,4967,-6.5,FIBOFLAPON,CCOC1=NC=C(C=C1)C2=CC=C(C=C2)CN3C4=C(C=C(C=C4)OCC5=NC=C(C=C5)C)C(=C3CC(C)(C)C(=O)O)SC(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a228260>,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4916,4968,4968,-6.5,FLUCARBRIL,CN1C2=C(C=CC1=O)C=C(C=C2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a2282b0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
4917,4969,4969,-6.5,FLUMECINOL,CCC(C1=CC=CC=C1)(C2=CC(=CC=C2)C(F)(F)F)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a228300>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
